10	5	5	8.1	45.1	56.53	62.57
12	6	6	10.2	43.3	53.7	65.23
11	6	5	7.91	55.6	59.02	52.72
11	6	5	8.9	46.3	54.7	81.77
11	6	5	10.08	42.6	52.91	65.3
11	5	6	11.18	49.6	53.11	63.9
9	5	4	9.03	46.3	54.78	80.77
10	5	5	11.52	51.2	54.95	77.17
10	5	5	9.92	47	56.7	55.6
14	7	7	14.24	48.8	53	57.61
12	6	6	12.17	46.7	52.43	57.53
9	5	4	9.82	50.3	55.83	64.53
11	5	6	8.54	46	54.7	53.18
10	5	5	9.88	48.7	54.38	60.14
9	4	5	10.96	45.2	54.17	60.04
11	6	5	9.4	45.6	54.71	52.7
11	6	5	10.57	49.6	55.74	56.43
10	5	5	8.75	43.5	54	72.66
11	6	5	11.16	47.8	54.7	74.93
10	5	5	9.39	41.2	52.36	69.04
10	5	5	9.43	43	55.67	64.76
10	5	5	10.38	49.5	56.58	51.82
11	6	5	14.17	48.6	53.36	60.85
12	6	6	9.97	55	57.73	58.42
10	5	5	9.33	44.7	54.18	55.8
11	6	5	10.98	42	52.13	44.12
10	5	5	15.32	45.5	51.24	52.79
12	6	6	6.39	44.2	55.94	57.39
10	5	5	9.66	40.9	52.36	65.12
12	6	6	9.92	48.3	54.6	72.56
10	5	5	10.35	50.3	54.79	65.8
14	7	7	11.08	41	52.74	66.49
11	6	5	9.78	39.5	51.7	54.51
10	5	5	9.39	47.3	57.09	46.15
11	5	6	10.74	48.2	52.88	48.64
10	5	5	10.05	51.4	56.06	63.79
10	5	5	10.05	46.6	55.63	64.03
10	5	5	13.81	49.5	55.54	72.07
11	5	6	13.72	43.6	51.79	83.41
11	6	5	9.7	49.5	55.48	44.08
14	7	7	9.55	36.8	49.88	53.24
12	6	6	10.41	40.7	52.89	62.96
11	5	6	10.23	43.1	53.93	53.21
10	5	5	9.72	50.8	53.33	45.77
9	4	5	8.7	43.6	54.04	58.54
12	6	6	9.6	46.4	54.11	62.74
10	5	5	13.36	47.3	54.57	45.99
11	5	6	9.22	44.8	56.15	60.49
10	5	5	11.95	40.4	51.8	49.6
9	5	4	11.77	46.3	53.56	67.08
12	6	6	9.89	44.6	53.73	62.72
10	5	5	15.1	48.4	53.9	80.47
10	5	5	8.58	42.1	53.53	59.07
11	5	6	14.81	45.5	49.82	74.85
12	6	6	11.18	50.8	56.1	58.15
11	6	5	7.73	43.5	54.06	53.59
12	6	6	16.91	53.1	51.46	51.25
13	7	6	13.1	48.2	54.3	42.77
11	6	5	7.38	46.3	55.79	48.71
10	5	5	10.48	50.1	54.64	66.19
10	6	4	8.91	53.7	57.79	59.19
12	6	6	7.31	42.1	55.65	48.22
10	5	5	11.08	43.7	53.42	51.31
12	6	6	9.75	44.2	54.1	69.19
10	5	5	8.65	50.4	55.3	70.46
12	6	6	9.85	42.3	53.21	72.08
10	5	5	11.58	48	56.28	66.79
11	6	5	13.22	48.5	52.86	82.38
12	6	6	10.16	38	51.72	58.27
12	6	6	8.25	42.9	53.58	47.72
10	5	5	10.49	49.2	54.58	52.86
11	6	5	11.7	50.2	57.11	56.75
12	6	6	9.42	46.4	52.39	64.69
10	5	5	13.63	51.9	53.26	76.63
